1,1,188,0,0,0,0,8.796346837373624,4,3.2250719855244303,7.676079459753537,2,8.727391960448845,4.9934859014146005,4,6.0376301494064375,4.57605505741124,4,8.468417040211165,5
1,30,186,18,0,0,0,7.194163436700678,1,8.442386226856433,8.072240032041304,2,5.889268658669394,2.1532667244815134,6,4.470697597806714,5.827911120233773,5,6.8905016145995805,5
0,50,106,32,1,0,0,6.121453891068121,3,0.792761985373164,2.6943221052721564,3,0.3852914837727672,0.2401502044049666,7,3.0829481355162955,5.249664676732694,4,2.9456703027040896,6
0,17,182,12,1,0,0,4.208577874294826,2,3.4960349853300867,3.237460812475317,2,6.506295016672609,3.385205617012628,6,3.818707382947108,4.42955273082563,8,3.675288264583817,8
1,17,132,12,0,0,0,10.48779342920912,2,10.453256221878537,8.295828214004793,6,5.6288528342767705,4.288284498118801,5,4.632879510856119,5.070899872226803,8,6.80952447928518,3
1,47,107,30,0,1,5,2.7570971509170707,3,4.86962915216091,5.156569275783868,4,4.668689370756691,5.718779058572179,5,3.0443567449517235,4.746931041283879,2,8.639426847233656,5
1,10,198,8,1,0,0,4.988828236150353,0,8.28029530686289,5.109984975745556,6,3.41392370247513,2.7088678066119134,6,6.170831168394619,6.108971646857112,4,1.2628890643934525,7
0,33,114,19,0,0,0,4.807183211450592,2,0.0071653197504151,0.2133730403448241,0,1.759824915985878,0.3793642265413597,7,3.4999481975430573,4.599677541971588,7,0.810644502309728,7
0,44,199,27,0,0,0,1.4554375960574548,2,3.615459678480226,3.8730848851413295,6,2.727040396995433,6.92836385093022,3,2.6293916043360417,6.471851429845604,4,6.313766542122211,3
1,48,196,31,0,0,0,7.221896657676759,5,3.4568440047373463,3.629634161557174,0,6.35427784939575,3.941230445207413,1,7.809389824357803,6.006191006954578,6,0.6185993923104904,8
0,9,39,7,0,0,0,1.898537052454735,5,5.0048343166617055,3.986283508286027,9,2.437047120318444,4.778669662727231,7,5.370094906507541,5.427614686410729,4,1.6540413187691128,5
0,29,69,17,1,1,6,3.164533425199318,2,3.75675363842098,0.0441826818122859,2,5.186274474850322,3.871759514995044,4,5.302528610253921,5.083373391190262,6,0.4850919498584973,7
0,40,178,24,1,0,0,1.4572370056803474,5,3.67985262574468,5.145535691514828,5,3.3400379670643594,3.1760428364131643,7,4.845912233205742,4.952452728972454,5,3.2777921622832435,5
1,32,73,18,0,1,7,10.411662912633975,7,4.73264160154393,6.368003312692917,3,6.687047860467496,6.105003346136215,1,6.177674826442486,4.538346602740414,9,5.464272568187808,2
1,18,58,13,1,0,0,5.34468286327793,1,5.91484368245258,5.138897318651509,2,4.685441701968229,3.8474975567834826,5,5.0506835001656745,5.548700467389276,5,4.715077515006726,6
0,10,29,8,0,1,8,6.478301730645814,1,5.41831000442786,0.2553879538565073,2,6.35295966149271,7.521201672559908,6,3.736376037707784,5.281169601958382,9,0.2285953277355927,8
1,46,15,29,1,0,0,9.689700776239158,3,7.057758783693724,7.516179398181864,4,5.606626328225131,5.355975947670759,5,6.30765339096415,5.218469517353644,7,4.457271892201901,3
1,45,151,28,0,1,2,7.195300497099819,2,8.013647321581715,5.2646809623987085,5,5.400225888057029,4.113217903013926,4,5.410838355077637,4.761339856491924,4,4.097177066140782,6
1,9,101,7,1,1,3,6.8869587565211,4,5.450731583782601,6.78414397897008,2,5.9694814558127245,4.771412461092623,4,5.304812724159096,3.900654293551969,4,6.056516071886884,5
0,24,129,15,0,0,0,0.4149941690756282,4,2.970099300967889,1.5654386448174678,5,3.2180695670003323,3.994747041934698,5,2.971078555948541,3.275521737840144,5,2.9558457948620047,5
0,17,123,12,0,1,1,0.659439596952005,5,2.885824936937646,4.007415439920643,6,2.2580418840459293,3.1040350564178207,4,4.630156729548312,4.746997773186937,2,3.9480638834094575,4
0,24,67,15,1,0,0,2.8308152349753493,4,5.098778780906551,4.93217088836027,4,4.273858418243687,3.3841768971706587,6,3.286856850311326,4.589784703255813,6,5.142244352356914,5
0,25,5,16,0,1,8,4.644654672912286,4,4.503200471144199,4.976604355618264,1,5.551672679395718,3.904821995610174,6,4.390047130800818,6.520953390181933,7,3.915043841911628,7
0,9,91,7,0,0,0,4.673486189155745,5,2.870664269145388,2.7071003731703263,1,7.258099008811141,4.6448508384093214,7,6.008527136552839,4.3715794052707535,5,1.1812258603223986,8
0,47,59,30,0,0,0,4.140781368936016,5,1.5445936218419645,5.876048915947719,2,0.7045958279976912,1.2214783828296452,8,2.341868388961198,3.9788836261896257,6,3.437459570290541,6
